,X,Y
14549,2784.6,2887.3
14550,2828.5,2943.0
14551,2819.3,2881.2
14552,2804.3,2812.3
14553,2737.7,2893.6
14554,2763.3,2795.4
14555,2772.8,2904.2
14556,2752.1,2799.1
14557,2741.2,2740.0
14558,2710.9,2745.5
14559,2766.4,2895.9
14560,3085.9,2673.9
14561,2576.4,2030.9
14562,2850.6,3352.0
14563,2195.2,2959.0
14564,2598.5,2725.5
14565,3357.8,3113.3
14566,2315.4,3358.1
14567,2857.7,3346.2
14568,2742.2,2851.5
14569,2775.8,2874.9
14570,2790.4,2819.6
14571,2807.2,2915.6
14572,2819.9,3008.5
14573,2768.1,2886.2
14574,2721.9,2865.1
14575,2858.1,2860.7
14576,2763.3,2883.0
14577,2858.1,2860.6
14578,2662.6,2750.0
14579,2785.2,2797.0
14580,2678.8,2788.5
14581,2805.5,2864.6
14582,2750.5,2909.0
14583,2790.2,2857.6
14584,2179.3,2500.1
14585,2438.3,2467.1
14586,2589.0,3092.7
14587,2706.7,1923.4
14588,3069.7,3340.9
14589,2704.2,2246.2
14590,3288.0,2567.6
14591,3124.7,2911.7
14592,2816.3,2773.6
14593,2715.0,2807.6
14594,2774.9,2783.9
14595,2764.5,2693.7
14596,2870.4,2936.1
14597,2840.2,2869.3
14598,2846.8,2843.7
14599,2794.8,2940.7
14600,2674.6,2773.5
14601,2781.9,2813.8
14602,2696.8,2904.3
14603,2736.8,2823.3
14604,2705.0,2837.0
14605,2770.4,2812.0
14606,2770.3,2851.9
14607,2851.9,2765.0
14608,2157.0,2601.6
14609,2626.7,2847.8
14610,1697.6,2508.8
14611,3320.0,3600.1
14612,2501.4,2548.7
14613,2767.1,2746.0
14614,2622.1,3734.5
14615,2900.0,3668.8
14616,2823.3,2844.9
14617,2775.4,2849.7
14618,2820.6,2724.8
14619,2772.4,2906.0
14620,2731.5,2836.1
14621,2745.2,2862.3
14622,2782.4,2716.6
14623,2852.4,2814.3
14624,2786.7,2941.8
14625,2787.5,2760.7
14626,2780.7,2847.8
14627,2765.5,2849.7
14628,2888.7,2783.8
14629,2832.0,2812.7
14630,2748.7,2863.2
14631,2726.1,2799.6
14632,2684.7,2930.3
14633,2519.9,2882.0
14634,3404.8,3585.9
14635,1799.3,3192.4
14636,2957.6,2936.7
14637,3359.9,2429.4
14638,2793.1,2230.8
14639,2721.8,2861.5
14640,2827.0,2865.0
14641,2867.1,2820.9
14642,2788.1,2849.5
14643,2851.7,2959.4
14644,2766.1,2842.0
14645,2991.1,2839.6
14646,2813.4,2758.9
14647,2628.6,2786.4
14648,2878.7,2728.2
14649,2843.0,2781.7
14650,2838.3,2800.2
14651,2818.1,2802.1
14652,2752.5,2831.3
14653,2813.3,2795.7
14654,2925.9,2754.7
14655,2905.2,2890.2
14656,2973.6,2604.2
14657,2145.9,2574.8
14658,3184.8,3466.2
14659,3776.6,3080.3
14660,3326.2,2712.0
14661,2904.4,3412.6
14662,3402.3,3841.1
14663,2250.8,2820.7
14664,2770.5,2898.9
14665,2719.6,2785.8
14666,2857.0,2880.7
14667,2778.3,2848.9
14668,2804.9,2865.7
14669,2795.3,2912.9
14670,2818.5,2967.5
14671,2810.7,2919.9
14672,2773.4,2800.0
14673,2692.7,2771.2
14674,2757.4,2802.8
14675,2795.6,2673.9
14676,2778.4,2894.5
14677,2701.8,2866.8
14678,2880.1,2784.2
14679,2803.0,2762.2
14680,2038.6,2607.8
14681,3234.4,3041.3
14682,2728.9,2787.1
14683,2655.6,2488.6
14684,3174.1,1916.1
14685,2423.3,2117.1
14686,3022.2,2513.7
14687,1910.1,2736.9
14688,2824.0,2749.5
14689,2872.3,2890.1
14690,2813.2,2788.6
14691,2839.1,2789.1
14692,2879.0,2752.5
14693,2787.5,2861.7
14694,2816.5,2878.5
14695,2839.4,2825.6
14696,2805.4,2888.5
14697,2900.0,2875.6
14698,2839.8,2792.7
14699,2856.8,2895.7
14700,2823.8,2723.7
14701,2815.1,2892.9
14702,2804.2,2876.5
14703,2804.5,2935.6
14704,2335.4,2433.4
14705,2773.1,3555.9
14706,2184.6,2638.1
14707,1944.5,2704.4
14708,2231.7,2501.9
14709,3047.7,2899.7
14710,2244.1,2543.2
14711,2436.6,3023.2
14712,2749.4,2880.6
14713,2763.0,2781.7
14714,2767.8,2805.8
14715,2866.0,2794.1
14716,2756.3,2784.4
14717,2777.0,2779.9
14718,2936.9,2791.5
14719,2895.7,2836.3
14720,2751.3,2807.8
14721,2841.8,2893.8
14722,2766.9,2866.4
14723,2901.2,2760.3
14724,2772.3,2851.0
14725,2788.8,2820.9
14726,2852.3,2863.0
14727,2827.5,2972.5
14728,2991.4,2636.0
14729,2692.2,2169.2
14730,2424.9,2865.9
14731,2788.5,3251.7
14732,2874.1,2815.7
14733,2701.9,2765.1
14734,2846.6,2670.6
14735,3049.6,2559.2
14736,2855.2,2866.5
14737,2858.2,2844.5
14738,2765.3,2797.2
14739,2824.4,2956.1
14740,2825.1,2863.7
14741,2770.4,2876.5
14742,2811.7,2784.8
14743,2789.7,2809.3
14744,2937.3,2747.3
14745,2837.4,2803.7
14746,2834.5,2767.1
14747,2720.3,2863.4
14748,2796.9,2863.1
14749,2786.4,2781.3
14750,2846.6,2754.2
14751,2827.8,2877.2
14752,2639.3,2327.3
14753,3288.2,2705.3
14754,2217.6,2811.8
14755,3116.8,3442.9
14756,3167.6,2261.5
14757,2875.9,3563.6
14758,2680.4,2620.0
14759,2609.8,2807.0
14760,2899.0,2790.3
14761,2857.4,2762.2
14762,2877.5,2797.4
14763,2861.0,2898.9
14764,2869.2,2742.4
14765,2905.4,2771.6
14766,2801.3,2825.6
14767,2837.7,2885.9
14768,2746.7,2718.6
14769,2833.6,2761.5
14770,2761.3,2795.0
14771,2858.5,2851.0
14772,2841.7,2850.2
14773,2788.4,2797.2
14774,2694.6,2738.6
14775,2902.8,2805.7
14776,3373.1,3106.9
14777,2756.8,2368.6
14778,2917.9,3294.1
14779,2616.9,2291.1
14780,3026.9,3675.0
14781,2355.7,3335.8
14782,2595.1,2816.0
14783,2423.2,2245.7
14784,2819.0,2757.1
14785,2879.7,2841.1
14786,2832.3,2824.9
14787,2744.1,2781.8
14788,2859.8,2876.0
14789,2855.8,2844.6
14790,2741.5,2827.2
14791,2842.1,2795.0
14792,2864.1,2745.2
14793,2875.3,2721.4
14794,2732.1,2800.5
14795,2771.6,2870.3
14796,2791.2,2828.2
14797,2815.9,2837.1
14798,2809.6,2773.6
14799,2753.4,2908.4
14800,2768.4,2046.0
14801,2732.8,2277.3
14802,3466.4,3451.9
14803,3071.8,2126.4
14804,2432.2,2386.5
14805,3018.6,2962.9
14806,2268.9,3009.3
14807,2708.7,2567.2
14808,2799.3,2829.8
14809,2832.1,2856.1
14810,2768.8,2826.9
14811,2785.9,2749.1
14812,2905.0,2747.9
14813,2833.9,2811.9
14814,2727.3,2732.5
14815,2796.3,2805.6
14816,2770.7,2853.0
14817,2897.5,2876.6
14818,2835.0,2934.6
14819,2843.5,2822.0
14820,2930.9,2789.1
14821,2820.0,2761.8
14822,2880.2,2797.6
14823,2799.6,2962.6
14824,2770.5,2964.1
14825,2159.6,2823.1
14826,2845.9,2227.9
14827,2765.8,2587.1
14828,3443.9,2989.1
14829,2174.5,3080.8
14830,2777.3,2107.7
14831,4115.0,2549.5
14832,2902.5,2711.5
14833,2851.6,2898.9
14834,2665.6,2911.7
14835,2893.1,2940.6
14836,2819.6,2818.3
14837,2822.0,2775.7
14838,2802.9,2823.0
14839,2812.4,2774.1
14840,2830.4,2825.6
14841,2826.5,2786.5
14842,2757.5,2874.9
14843,2894.3,2745.7
14844,2802.6,2892.7
14845,2798.5,2820.3
14846,2784.0,2808.8
14847,2880.8,2762.1
14848,2778.3,2806.2
14849,3008.6,2982.5
14850,3128.0,2140.3
14851,3021.0,2961.2
14852,3560.1,2700.5
14853,1642.0,3537.6
14854,3219.8,3287.4
14855,3115.3,3209.3
14856,2811.4,2884.1
14857,2865.2,2829.6
14858,2873.0,2804.3
14859,2787.1,2776.9
14860,2907.8,2773.2
14861,2838.5,2813.0
14862,2797.9,2848.3
14863,2807.5,2884.5
14864,2835.2,2763.6
14865,2830.8,2776.3
14866,2807.6,2843.4
14867,2938.8,2843.2
14868,2890.7,2761.9
14869,2725.3,2864.7
14870,2876.4,2789.8
14871,2904.7,2760.1
14872,2677.0,2203.8
14873,3187.1,2757.3
14874,3404.2,3419.5
14875,3197.7,2814.2
14876,2625.7,2093.9
14877,3936.7,2527.5
14878,3047.2,2002.5
14879,2996.1,3120.4
14880,2805.6,2856.5
14881,2826.8,2763.2
14882,2735.9,2750.7
14883,2817.7,2743.0
14884,2767.0,2753.1
14885,2794.2,2808.0
14886,2853.2,2788.4
14887,2808.3,2893.5
14888,2819.4,2798.1
14889,2915.3,2876.7
14890,2719.6,2775.4
14891,2787.7,2795.7
14892,2820.8,2774.9
14893,2936.6,2821.7
14894,2929.8,2881.0
14895,2778.4,2688.0
14896,3170.2,2699.0
14897,3198.7,3576.2
14898,2756.4,2514.5
14899,3311.2,3621.9
14900,3141.0,2740.9
14901,2059.2,1618.7
14902,2445.7,1948.6
14903,3325.0,3039.8
14904,2813.8,2861.6
14905,2784.8,2877.8
14906,2951.9,2657.1
14907,2820.2,2842.9
14908,2915.2,2824.8
14909,2863.1,2886.9
14910,2834.5,2871.6
14911,2819.9,2789.0
14912,2846.8,2795.7
14913,2890.3,2861.8
14914,2859.4,2708.7
14915,2912.1,2814.4
14916,2835.6,2815.7
14917,2886.6,2818.0
14918,2908.9,2789.6
14919,2847.7,2804.4
14920,2930.2,2989.8
14921,2346.8,2519.7
14922,3049.9,2956.1
14923,2932.2,3062.1
14924,3602.6,2856.2
14925,2637.3,3153.3
14926,3389.0,2775.4
14927,2105.1,3119.8
14928,2833.6,2622.0
14929,2787.1,2787.4
14930,2857.4,2793.1
14931,2825.3,2861.4
14932,2933.8,2648.3
14933,2756.3,2911.7
14934,2749.5,2787.0
14935,2828.9,2721.1
14936,2875.6,2718.5
14937,2749.5,2877.7
14938,2872.5,2820.0
14939,2883.4,2770.4
14940,2904.0,2774.0
14941,2791.9,2711.8
14942,2813.4,2876.3
14943,2786.8,2833.3
14944,3493.0,3250.9
14945,2504.6,3287.6
14946,3098.9,2695.8
14947,2115.6,2892.4
14948,2528.4,3375.8
14949,3203.1,3387.3
14950,3080.8,3782.2
14951,3786.9,3084.0
14952,2793.6,2750.7
14953,2869.8,2773.4
14954,2925.4,2828.4
14955,2803.4,2855.1
14956,2806.8,2926.7
14957,2927.2,2767.1
14958,2896.4,2721.5
14959,2962.5,2775.6
14960,2846.0,2741.6
14961,2859.4,2773.9
14962,2850.3,2708.3
14963,2858.2,2768.8
14964,2986.8,2781.1
14965,2838.1,2829.0
14966,2823.3,2829.6
14967,2777.4,2871.9
14968,2726.9,2002.2
14969,3562.2,3876.4
14970,2943.5,3082.8
14971,2108.2,2568.7
14972,2264.8,3153.8
14973,3358.9,2726.6
14974,2909.8,2721.1
14975,3288.6,2615.7
14976,2818.5,2830.4
14977,2795.6,2807.0
14978,2833.2,2870.5
14979,2970.5,2768.4
14980,2855.0,2807.7
14981,2853.9,2917.1
14982,2838.6,2761.6
14983,2828.9,2720.3
14984,2769.1,2751.3
14985,2842.7,2779.0
14986,2902.7,2813.8
14987,2927.4,2802.5
14988,2967.2,2712.0
14989,2933.3,2816.9
14990,2790.2,2806.8
14991,2963.5,2752.5
14992,2842.1,3243.6
14993,3176.7,1881.0
14994,3711.4,1886.1
14995,2983.3,2441.5
14996,3139.2,2952.5
14997,2746.3,3032.9
14998,2905.4,2715.9
14999,2227.9,2541.3
15000,2812.9,2843.8
15001,2765.3,2847.8
15002,2934.9,2649.4
15003,2803.0,2833.7
15004,2916.4,2837.9
15005,2818.7,2837.8
15006,2831.0,2727.5
15007,2846.0,2750.3
15008,2974.5,2777.5
15009,2853.0,2894.2
15010,2819.4,2858.4
15011,2860.4,2760.2
15012,2928.5,2815.2
15013,2858.8,2787.7
15014,2893.5,2727.0
15015,2770.6,2794.7
15016,3223.9,3625.9
15017,2585.1,2810.2
15018,2648.4,2514.0
15019,2024.4,2345.4
15020,2832.9,2404.4
15021,2499.5,3667.0
15022,3490.9,3112.6
15023,3391.3,2205.5
15024,2927.1,2770.2
15025,2878.9,2759.5
15026,2863.4,2823.4
15027,2842.7,2739.7
15028,2864.8,2758.2
15029,2833.0,2797.2
15030,2881.7,2928.8
15031,2921.9,2796.8
15032,2821.4,2845.7
15033,2844.8,2736.2
15034,2907.1,2909.7
15035,2797.1,2873.9
15036,2880.8,2828.5
15037,2783.5,2681.8
15038,2814.7,2679.3
15039,2920.1,2836.9
15040,2022.7,2759.0
15041,2746.5,2538.2
15042,2143.7,2890.6
15043,4155.3,2876.9
15044,3612.2,2719.3
15045,3249.5,2940.4
15046,2032.5,3853.8
15047,2261.2,2080.3
15048,2817.6,2826.0
15049,2841.7,2867.3
15050,2905.6,2821.6
15051,2781.3,2891.4
15052,2824.8,2837.2
15053,2850.9,2826.9
15054,2832.7,2845.2
15055,2946.5,2808.6
15056,2897.8,2733.5
15057,2858.7,2896.6
15058,2848.9,2806.3
15059,2894.4,2673.0
15060,2862.1,2686.7
15061,2953.8,2837.8
15062,2861.1,2816.3
15063,2888.3,2810.6
15064,2776.9,1931.4
15065,4027.4,3240.0
15066,2614.1,2975.2
15067,2909.5,3143.8
15068,3115.9,2587.6
15069,2899.0,2775.1
15070,3050.5,2511.7
15071,2865.9,3585.5
15072,2924.4,2767.6
15073,2838.1,2761.7
15074,2895.9,2782.8
15075,2862.5,2828.2
15076,2951.9,2910.5
15077,3010.9,2857.3
15078,2764.9,2829.4
15079,2930.7,2832.1
15080,2931.0,2758.9
15081,2831.1,2932.9
15082,3006.2,2760.1
15083,2887.6,2746.7
15084,2862.8,2769.3
15085,3020.9,2768.8
15086,2768.4,2646.8
15087,2956.4,2819.0
15088,2519.1,3182.5
15089,3070.7,3032.9
15090,2648.1,3311.3
15091,3789.9,3018.2
15092,2675.5,2325.9
15093,2952.3,2263.8
15094,3103.8,3014.9
15095,2140.9,2499.1
15096,2769.7,2839.8
15097,2840.5,2826.5
15098,2922.8,2781.1
15099,2932.1,2916.2
15100,2876.6,2743.1
15101,2967.3,2640.5
15102,2803.6,2801.7
15103,2850.6,2799.0
15104,2944.3,2733.0
15105,2942.9,2845.6
15106,2805.6,2751.0
15107,2766.3,2815.5
15108,2848.9,2803.6
15109,2918.0,2772.3
15110,2956.9,2843.9
15111,2842.6,2730.3
15112,2209.9,2591.2
15113,3375.8,3048.0
15114,2012.6,2142.1
15115,2682.5,3969.7
15116,3248.2,2527.6
15117,3577.8,2947.8
15118,3472.3,2428.8
15119,2505.9,2615.9
15120,2944.2,2771.8
15121,2940.5,2951.2
15122,2897.9,2811.9
15123,2858.3,2782.0
15124,2918.8,2764.4
15125,2868.2,2848.4
15126,2878.6,2778.8
15127,2810.2,2802.8
15128,2900.3,2841.1
15129,2859.1,2840.4
15130,2836.6,2647.3
15131,2979.8,2758.6
15132,2802.8,2774.3
15133,2864.1,2892.0
15134,2794.4,2778.7
15135,2814.0,2842.8
15136,3973.8,2643.3
15137,3083.7,3128.3
15138,3444.2,2926.6
15139,3122.0,2820.1
15140,2349.1,2534.2
15141,2827.2,2819.0
15142,3498.1,2311.3
15143,3370.8,2829.5
15144,2904.8,2832.9
15145,2884.6,2752.4
15146,2756.9,2845.4
15147,2806.9,2784.4
15148,2875.4,2836.9
15149,2758.5,2875.1
15150,2915.3,2843.5
15151,2841.4,2822.6
15152,2860.0,2762.3
15153,2936.0,2718.9
15154,2973.5,2765.3
15155,2859.1,2776.9
15156,2915.2,2740.9
15157,2918.5,2755.9
15158,2877.1,2881.5
15159,2820.4,2704.0
15160,3003.5,2534.9
15161,3026.2,2857.7
15162,3529.0,3617.1
15163,3867.2,2166.1
15164,2996.0,3208.9
15165,2155.4,1656.6
15166,2795.5,2372.7
15167,3443.5,3701.5
15168,2976.6,2764.8
15169,2850.8,2795.7
15170,2889.9,2744.2
15171,2812.7,2776.3
15172,2810.4,2872.6
15173,2873.9,2745.7
15174,2903.6,2938.7
15175,3013.6,2707.8
15176,2895.9,2812.2
15177,2877.3,2787.5
15178,2974.0,2832.1
15179,2955.1,2642.4
15180,2951.3,2748.6
15181,2864.2,2796.0
15182,2812.2,2841.4
15183,2895.6,2721.4
15184,2171.8,3986.3
15185,2103.0,3336.3
15186,3380.6,3417.7
15187,2632.2,3517.6
15188,3014.9,2356.1
15189,2516.5,3987.9
15190,3391.4,2394.0
15191,2989.0,2725.4
15192,3031.7,2727.3
15193,2893.8,2828.2
15194,2859.4,2894.6
15195,2768.8,2831.3
15196,2935.7,2758.1
15197,2950.5,2890.0
15198,3006.7,2823.6
15199,2877.0,2869.4
15200,2957.6,2722.8
15201,2899.9,2760.2
15202,2851.0,2831.8
15203,2767.1,2787.5
15204,2849.0,2751.1
15205,2780.6,2821.4
15206,2997.7,2838.5
15207,2943.9,2697.2
15208,3233.7,2678.3
15209,2526.2,3259.9
15210,2755.4,2731.7
15211,3266.2,3273.7
15212,2302.1,2828.7
15213,2618.2,2246.1
15214,2830.6,3549.3
15215,3210.8,2284.1
15216,2814.0,2749.8
15217,2936.0,2770.4
15218,2863.2,2682.9
15219,2920.3,2797.3
15220,2902.1,2694.9
15221,2759.9,2866.3
15222,2992.7,2716.6
15223,2945.1,2800.7
15224,2861.0,2833.7
15225,2956.6,2756.8
15226,3016.7,2778.1
15227,2895.3,2769.4
15228,2999.8,2815.9
15229,2891.7,2864.4
15230,2978.9,2793.4
15231,2975.5,2757.4
15232,3394.5,2453.8
15233,3294.5,2219.1
15234,2662.6,2238.9
15235,3607.9,3005.2
15236,3238.1,2092.2
15237,2496.5,2504.3
15238,1980.9,3107.9
15239,2127.4,3085.8
15240,2957.7,2761.6
15241,2914.2,2712.2
15242,2964.4,2784.2
15243,2861.3,2735.5
15244,2978.7,2839.1
15245,2894.5,2703.5
15246,3031.3,2836.7
15247,2749.2,2814.6
15248,3018.1,2818.8
15249,3012.8,2810.2
15250,2876.3,2748.2
15251,2978.4,2971.7
15252,2827.7,2748.2
15253,2943.8,2704.4
15254,2901.9,2837.0
15255,3019.7,2752.1
15256,2329.5,1655.6
15257,2569.9,2497.8
15258,3444.4,3251.6
15259,3387.5,2662.0
15260,3648.5,3519.1
15261,1904.9,2728.3
15262,2848.6,2732.9
15263,1958.6,3682.7
15264,2920.6,2817.6
15265,2924.1,2774.9
15266,2792.9,2975.0
15267,3047.1,2761.9
15268,2889.4,2820.3
15269,2906.8,2885.7
15270,2906.3,2710.7
15271,2826.1,2714.7
15272,2851.5,2730.6
15273,2914.7,2807.8
15274,2898.4,2710.5
15275,2869.5,2661.7
15276,2889.9,2781.6
15277,2804.0,2809.0
15278,2861.5,2808.0
15279,2949.6,2700.9
15280,2304.9,2633.2
15281,1857.5,2852.7
15282,2389.7,3254.6
15283,2651.9,2680.7
15284,2325.1,2515.7
15285,3293.1,1706.1
15286,2211.2,3122.5
15287,3142.5,3810.0
15288,3037.3,2857.4
15289,2962.2,2849.8
15290,2914.7,2845.7
15291,2921.3,2775.3
15292,2861.6,2834.3
15293,3007.1,2780.6
15294,2963.1,2781.2
15295,2895.2,2894.5
15296,2948.5,2667.8
15297,2844.7,2704.0
15298,2836.0,2812.6
15299,2935.0,2702.6
15300,2951.6,2797.2
15301,2915.6,2696.4
15302,3023.3,2935.3
15303,2860.4,2885.8
15304,3367.1,2246.4
15305,3310.1,3351.8
15306,1719.9,2427.5
15307,2530.4,2935.7
15308,3262.9,2124.9
15309,3596.7,1833.2
15310,3819.4,2541.8
15311,3239.0,2717.6
15312,2911.7,2771.7
15313,2829.5,2760.2
15314,2958.5,2874.8
15315,2960.8,2715.3
15316,2950.3,2807.3
15317,2935.0,2675.0
15318,3054.0,2830.1
15319,2990.5,2816.4
15320,2959.5,2781.4
15321,2947.2,2804.0
15322,2892.1,2732.6
15323,2915.4,2762.2
15324,2929.0,2740.4
15325,2953.1,2751.3
15326,2882.2,2792.9
15327,2919.5,2698.9
15328,2617.0,3382.5
15329,2455.8,2960.5
15330,2813.8,2006.4
15331,3593.1,2532.0
15332,3029.7,2332.9
15333,3958.4,2980.8
15334,2720.9,2258.0
15335,3733.0,2917.4
15336,2847.2,2764.9
15337,2895.5,2828.3
15338,2986.7,2885.8
15339,2962.0,2709.6
15340,2995.7,2704.2
15341,2820.4,2767.3
15342,2836.6,2779.6
15343,3064.3,2703.9
15344,3002.2,2877.4
15345,2893.3,2882.1
15346,2888.3,2859.3
15347,2939.4,2773.2
15348,2978.3,2839.3
15349,2917.6,2800.3
15350,2914.8,2827.0
15351,2868.1,2794.6
15352,2903.4,4391.9
15353,3477.9,3099.9
15354,2147.7,3514.3
15355,2671.3,2463.7
15356,4619.8,2258.7
15357,2660.6,2252.7
15358,2721.2,3564.7
15359,2916.0,2392.9
15360,2885.9,2835.8
15361,2912.8,2692.7
15362,2935.5,2919.0
15363,2851.5,2758.6
15364,2847.9,2791.8
15365,2888.0,2791.9
15366,2975.4,2880.7
15367,2931.9,2960.8
15368,2863.8,2636.3
15369,2895.2,2829.5
15370,2965.2,2771.3
15371,2976.4,2876.5
15372,2872.4,2853.4
15373,2908.6,2857.1
15374,2969.6,2801.4
15375,2824.0,2772.7
15376,3305.1,1903.9
15377,2692.2,3960.5
15378,3618.6,3595.1
15379,3979.2,2373.1
15380,2823.9,2999.3
15381,3961.1,1721.3
15382,3507.4,2386.1
15383,2816.7,2985.9
15384,2896.2,2854.1
15385,3119.2,2804.7
15386,2951.2,2740.9
15387,3058.9,2838.7
15388,3019.0,2783.3
15389,3084.2,2777.5
15390,2926.8,2713.0
15391,2971.7,2722.1
15392,3014.9,2760.2
15393,2899.7,2854.0
15394,3012.8,2826.6
15395,2958.2,2781.0
15396,2937.3,2822.0
15397,2957.5,2630.6
15398,2902.2,2817.5
15399,2871.6,2845.8
15400,2442.3,2138.8
15401,4162.8,2520.2
15402,3452.4,2161.2
15403,2811.7,2384.3
15404,2803.8,2832.4
15405,2958.9,2697.8
15406,2559.5,2528.8
15407,2214.4,2589.2
15408,2993.2,2824.4
15409,3035.9,2871.8
15410,3028.2,2691.6
15411,2945.3,2725.0
15412,2819.7,2735.6
15413,2954.2,2836.5
15414,2829.3,2774.8
15415,2918.1,2890.4
15416,3011.1,2749.0
15417,2989.5,2759.9
15418,2933.3,2920.0
15419,2990.8,2879.3
15420,2985.9,2933.2
15421,2909.1,2807.2
15422,2971.3,2776.3
15423,2873.8,2865.0
15424,1683.2,1887.4
15425,2223.5,2891.5
15426,2396.3,2177.1
15427,3563.2,3506.2
15428,3212.7,3380.8
15429,3413.9,2708.3
15430,2493.4,3175.3
15431,3189.2,2390.7
15432,3033.6,2853.5
15433,3027.1,2730.0
15434,2999.3,2883.7
15435,2867.0,2796.0
15436,2985.4,2679.3
15437,2897.3,2707.6
15438,2876.0,2823.6
15439,2903.0,2877.3
15440,2921.5,2765.2
15441,2837.5,2767.2
15442,3004.7,2885.2
15443,2949.2,2816.7
15444,3017.0,2917.6
15445,2991.8,2795.6
15446,2971.1,2872.6
15447,2938.9,2732.1
15448,2427.1,2303.5
15449,2232.8,2902.0
15450,3684.7,2574.0
15451,2912.6,2948.2
15452,2642.4,3423.0
15453,4630.2,2298.2
15454,2604.5,2919.8
15455,3693.0,3058.3
15456,3093.0,2762.3
15457,3004.4,2740.8
15458,2950.5,2771.5
15459,2999.8,2775.1
15460,2937.5,2914.7
15461,2863.1,2785.9
15462,2970.7,2887.9
15463,2956.3,2792.4
15464,2951.5,2794.5
15465,3003.0,2848.5
15466,2972.7,2778.0
15467,3058.3,2806.7
15468,3029.2,2885.1
15469,2897.8,2766.9
15470,3012.3,2830.5
15471,2940.7,2851.6
15472,3662.1,2644.4
15473,2656.5,2923.8
15474,2315.7,3012.1
15475,3997.7,2204.2
15476,1879.5,2986.8
15477,2249.6,3017.5
15478,3037.0,2824.0
15479,2728.2,2886.4
15480,3050.6,2751.9
15481,3008.5,2851.9
15482,2987.5,2758.3
15483,2952.9,2683.6
15484,2984.5,2878.0
15485,3079.9,2867.1
15486,2949.8,2734.7
15487,2900.9,2828.1
15488,3004.6,2867.5
15489,2862.6,2865.3
15490,2963.0,2802.7
15491,2957.6,2885.6
15492,2870.8,2916.4
15493,3029.7,2784.8
15494,2866.4,2684.6
15495,2923.2,2745.9
15496,3425.1,2624.5
15497,2313.7,3044.0
15498,1730.9,3267.9
15499,4037.3,4244.8
15500,2693.3,2723.8
15501,3348.4,4264.3
15502,3375.7,3106.6
15503,3289.0,2227.6
15504,3006.9,2879.9
15505,2794.1,2906.0
15506,2957.7,2865.1
15507,2917.6,2811.0
15508,2936.7,2877.1
15509,3103.4,2945.8
15510,2982.4,2855.2
15511,2916.9,2767.0
15512,2819.3,2797.1
15513,3051.8,2831.3
15514,3073.0,2992.1
15515,2813.7,2802.3
15516,2956.7,2725.7
15517,2922.6,2887.2
15518,2975.5,2862.4
15519,2876.3,2731.0
15520,2981.7,2453.0
15521,2863.1,2735.0
15522,3133.2,2893.1
15523,3388.3,2759.1
15524,3239.2,2093.7
15525,2912.1,3111.7
15526,3633.8,3247.2
15527,2639.7,3419.6
15528,2947.6,2790.5
15529,2964.7,2725.3
15530,3020.9,2790.3
15531,2979.1,2830.5
15532,2922.8,2905.2
15533,2918.0,2795.6
15534,2947.7,2881.9
15535,2991.4,2685.4
15536,3010.2,2850.1
15537,2983.1,2673.9
15538,3100.5,2808.4
15539,2961.6,2781.5
15540,2911.5,2896.2
15541,2919.7,2842.6
15542,3143.5,2874.9
15543,2913.6,2719.0
15544,2125.4,2661.4
15545,3066.3,2069.7
15546,3795.4,3844.1
15547,3862.7,3402.3
15548,2639.0,2844.7
15549,2368.9,2759.2
15550,2352.4,2288.9
15551,2732.4,2703.7
15552,2854.6,2815.6
15553,2962.6,2883.1
15554,3034.5,2827.9
15555,3034.6,2731.5
15556,2963.9,2713.9
15557,3066.9,2890.7
15558,2945.7,2800.4
15559,3042.3,2880.6
15560,2956.5,2929.0
15561,3008.3,2874.8
15562,2944.2,2972.2
15563,2979.7,2793.0
15564,2967.0,2809.6
15565,2954.6,3053.5
15566,2983.0,2752.1
15567,3002.7,2862.3
15568,2763.8,3075.0
15569,2644.9,3642.9
15570,754.21,3114.7
15571,3917.7,3251.0
15572,3053.8,3886.2
15573,2588.2,2534.8
15574,2490.0,3370.5
15575,2959.8,2466.9
15576,3057.2,2846.3
15577,2824.6,2893.3
15578,3029.1,2846.0
15579,3056.1,2927.6
15580,3058.6,2921.0
15581,2989.0,2881.9
15582,3092.2,2894.6
15583,2991.6,2701.5
15584,2968.5,2783.8
15585,2890.9,2809.6
15586,2907.8,2838.2
15587,2919.4,2802.4
15588,2974.2,2760.0
15589,2959.1,2836.6
15590,3023.3,2803.0
15591,2998.3,2821.7
15592,2826.8,1399.3
15593,3900.8,2650.0
15594,2955.9,3164.0
15595,3089.9,2884.5
15596,3419.1,1447.3
15597,2159.9,2243.6
15598,2984.0,2932.4
15599,2940.9,3013.6
15600,3037.2,2821.4
15601,3035.1,2823.4
15602,2893.6,2799.1
15603,2955.8,2886.9
15604,2791.7,2912.2
15605,2971.5,2874.3
15606,3059.6,2834.3
15607,2943.3,2840.2
15608,2922.5,2825.2
15609,2988.1,2826.2
15610,2982.1,2980.9
15611,3177.4,2869.3
15612,3053.0,2829.9
15613,2943.2,2679.9
15614,3022.3,2804.1
15615,3065.0,2741.3
15616,3395.4,2908.0
15617,3587.7,2432.5
15618,2224.8,3110.0
15619,3499.9,2846.2
15620,3444.2,3564.9
15621,3569.6,2256.0
15622,1398.1,2356.3
15623,2415.7,3171.9
15624,2831.0,2786.3
